47,78
373,78
54,78
30,96
19,96
393,96
253,96
47,258
19,168
47,168
47,68
30,81
84,81
19,81
115,81
67,81
46,81
30,49
398,49
359,49
84,49
19,49
170,49
47,49
180,49
373,49
80,49
144,49
115,49
102,49
46,49
41,49
67,49
130,49
170,345
80,345
398,345
359,345
84,345
130,345
41,345
67,345
84,222
170,222
302,316
84,198
47,198
253,198
47,142
391,397
47,397
47,260
46,260
84,307
47,307
84,111
47,111
46,111
84,318
46,318
54,195
391,19
54,19
243,381
196,381
19,109
47,109
393,109
253,109
19,203
47,203
253,203
30,159
67,99
54,99
84,364
84,283
84,301
30,151
123,151
359,375
102,375
144,226
391,226
144,351
41,351
331,351
54,385
67,143
67,167
47,308
253,308
47,296
84,257
253,257
144,383
331,383
144,309
115,309
1,18
19,18
30,171
144,171
19,28
30,347
123,347
47,91
46,91
47,396
19,396
144,148
115,148
144,376
47,193
170,328
1,13
47,129
19,129
19,112
47,112
144,112
30,124
359,124
170,124
355,124
19,124
46,124
54,124
41,124
67,124
355,387
19,53
47,53
253,53
253,103
19,103
123,250
359,183
144,183
102,183
359,219
102,219
30,101
19,101
180,101
115,101
123,101
54,101
19,281
391,43
30,43
19,43
115,43
19,165
47,165
253,165
84,369
144,369
84,251
144,251
47,323
144,323
243,255
391,255
355,255
170,255
382,255
262,255
54,255
355,170
382,170
391,170
54,170
84,29
19,29
47,29
84,50
19,50
47,50
30,128
19,128
47,128
393,128
253,128
115,348
84,265
144,265
30,59
19,59
115,59
46,59
30,52
19,52
47,52
144,52
115,52
46,52
30,399
355,399
30,83
391,83
355,83
170,83
382,83
262,83
54,83
30,274
391,274
355,274
382,274
262,274
54,274
30,97
391,97
355,97
382,97
262,97
54,97
359,370
102,370
253,313
19,268
47,268
180,289
253,373
47,133
391,133
391,162
47,162
123,162
102,80
47,324
393,324
47,273
393,273
253,273
393,202
355,202
150,202
54,202
84,206
123,206
84,155
123,155
47,65
19,65
47,132
46,132
253,132
47,384
46,384
253,384
391,392
355,392
1,58
391,58
355,58
54,58
391,248
355,248
170,248
54,248
84,100
47,100
144,100
46,100
1,16
30,31
19,31
69,31
84,31
67,31
115,175
67,175
355,361
170,361
391,314
355,314
170,314
123,314
262,314
54,314
391,235
355,235
170,235
123,235
262,235
54,235
46,356
115,305
46,305
102,157
253,144
331,144
1,17
246,17
391,322
30,322
391,115
54,115
80,88
30,120
84,120
30,295
84,295
243,231
196,231
212,231
277,231
30,118
84,118
80,221
102,221
30,227
80,227
30,197
80,197
80,220
80,357
359,224
355,224
19,224
47,224
80,224
115,224
67,224
54,224
67,95
19,95
115,95
391,46
84,46
84,161
47,161
67,92
67,259
102,135
67,135
243,371
123,371
30,216
84,216
19,216
47,216
144,216
84,122
47,388
80,190
355,358
115,358
30,149
123,149
47,126
67,126
30,320
30,291
30,209
30,337
30,213
19,160
47,160
144,160
46,160
30,158
359,158
355,158
19,158
170,158
47,158
80,158
144,158
115,158
46,158
41,158
253,158
123,158
54,158
19,377
47,377
144,377
46,377
30,33
359,33
355,33
19,33
170,33
47,33
80,33
144,33
115,33
46,33
41,33
253,33
123,33
54,33
19,317
47,317
144,317
46,317
30,39
359,39
355,39
19,39
170,39
47,39
80,39
144,39
115,39
46,39
41,39
253,39
123,39
54,39
67,246
170,225
67,225
170,294
67,294
180,266
47,173
54,173
1,4
1,94
1,11
47,11
1,9
47,9
54,303
54,252
30,36
19,36
84,346
144,346
391,229
84,229
144,229
30,37
19,37
47,37
46,37
30,60
123,60
30,134
355,134
54,134
373,154
144,154
102,154
67,154
373,164
144,164
102,164
67,164
80,380
144,380
144,312
67,312
170,121
84,121
67,121
54,282
355,386
54,386
30,117
84,117
19,117
144,117
47,269
84,297
355,297
144,297
84,145
355,145
170,145
144,145
1,378
359,378
355,378
395,378
80,378
69,153
19,232
19,186
391,156
84,156
144,156
359,365
1,365
355,365
331,365
170,245
54,245
47,342
47,93
115,137
115,127
115,215
19,306
393,306
253,306
47,204
144,204
253,315
84,374
355,374
395,374
84,169
144,169
30,27
19,27
359,174
84,174
355,174
80,174
144,174
180,270
180,298
1,14
84,287
84,343
30,166
355,166
123,166
262,166
54,166
84,104
84,344
30,71
84,71
19,71
47,71
180,71
144,71
115,71
46,71
331,71
67,71
30,42
398,42
359,42
355,42
19,42
170,42
47,42
180,42
80,42
144,42
115,42
102,42
46,42
41,42
331,42
67,42
54,42
130,42
19,48
30,48
359,48
355,48
47,48
115,48
41,48
253,48
54,48
30,75
355,75
359,75
170,75
47,75
180,75
46,75
253,75
331,75
67,75
54,75
1,7
1,5
47,321
47,230
54,254
54,139
144,341
253,341
19,176
54,176
1,0
30,210
355,210
382,210
54,210
1,22
391,22
355,22
19,22
170,22
54,22
67,363
30,32
391,32
84,32
19,32
69,32
67,32
391,304
30,304
69,304
67,304
391,38
1,38
30,194
391,194
262,194
47,350
54,152
144,284
144,242
1,6
30,138
84,138
355,138
144,138
150,138
54,138
115,208
30,44
19,44
30,113
19,113
30,70
19,70
355,389
355,110
19,110
47,110
102,110
54,110
1,55
19,55
253,335
115,178
102,178
30,106
69,106
30,114
47,114
69,288
253,336
30,140
19,140
253,140
30,40
359,40
391,40
30,108
238,108
359,108
391,108
19,108
84,57
19,57
47,57
144,57
115,57
46,57
41,57
115,146
355,54
144,54
144,279
393,279
253,279
30,182
144,182
355,261
170,261
54,261
47,353
253,353
391,394
19,25
19,26
84,199
115,325
115,286
30,228
144,228
331,228
47,73
355,73
144,73
19,211
355,211
47,211
46,211
